"Looney, OK",ERROR,ERROR
"Lakemp, OK",ERROR,ERROR
"Chant, OK",ERROR,ERROR
"Leger, OK",ERROR,ERROR
"Guertie, OK",ERROR,ERROR
"Big Elk, MT",ERROR,ERROR
"County, ID",ERROR,ERROR
"Texmo, OK",ERROR,ERROR
"Hoyle, OK",ERROR,ERROR
"Altyn, MT",ERROR,ERROR
"Nicola, Canada",ERROR,ERROR
"Haskew, OK",ERROR,ERROR
"Hillerton, CO",ERROR,ERROR
"Fort Benjamin Harrison, IN",ERROR,ERROR
"Owl, OK",ERROR,ERROR
"Lewis, OK",ERROR,ERROR
"Siboney, OK",ERROR,ERROR
"Cosmos, OK",ERROR,ERROR
"County, IN",ERROR,ERROR
"Jackson, MD",ERROR,ERROR
"Bonanza City, ID",ERROR,ERROR
"Omega, NE",ERROR,ERROR
"Lovan, AL",ERROR,ERROR
"Jurgensen, OK",ERROR,ERROR
"Frunze, KYR, KG",ERROR,ERROR
"Fouts, OK",ERROR,ERROR
"Lardo, ID",ERROR,ERROR
"Kingston, KING, JM",ERROR,ERROR
"Ivanhoe, OK",ERROR,ERROR
"New Garden, IN",ERROR,ERROR
"County, DE",ERROR,ERROR
"Topaz, UT",ERROR,ERROR
"Denson, AR",ERROR,ERROR
"Bringier, LA",ERROR,ERROR
"Cairo, C, EG",ERROR,ERROR
"Cross, OK",ERROR,ERROR
"County, OR",ERROR,ERROR
"Ecter, OK",ERROR,ERROR
"Parker, IN",ERROR,ERROR
"Downs, OK",ERROR,ERROR
"David, OK",ERROR,ERROR
